sender,subject,message,content,label
noreply@wikipedia.org,Receipt for your recent purchase,Your delivery is scheduled for tomorrow afternoon.,From: noreply@wikipedia.org Subject: Receipt for your recent purchase Your delivery is scheduled for tomorrow afternoon. Link: https://wikipedia.org/help/3088,0
admin@nepalbank.com.np,Appointment reminder,Class starts tomorrow. Please bring your notebook.,From: admin@nepalbank.com.np Subject: Appointment reminder Class starts tomorrow. Please bring your notebook. Link: https://nepalbank.com.np/receipt/3663,0
billing@wikipedia.org,Meeting notes,Your delivery is scheduled for tomorrow afternoon.,From: billing@wikipedia.org Subject: Meeting notes Your delivery is scheduled for tomorrow afternoon. Link: https://wikipedia.org/profile/3402,0
verify@10.8.4.22,Your wallet is blocked,Customs fee pending. Pay now to release your parcel,From: verify@10.8.4.22 Subject: Your wallet is blocked Customs fee pending. Pay now to release your parcel. Click http://10.8.4.22/login/4249 and submit password OTP PIN card details.,1
admin@docs.djangoproject.com,Library book reminder,Class starts tomorrow. Please bring your notebook.,From: admin@docs.djangoproject.com Subject: Library book reminder Class starts tomorrow. Please bring your notebook. Link: https://docs.djangoproject.com/profile/3264,0
reward@np-prize-claim.test,Urgent account verification required,Security alert. Update password within 24 hours,From: reward@np-prize-claim.test Subject: Urgent account verification required Security alert. Update password within 24 hours. Click http://np-prize-claim.test/verify/4074 and submit password OTP PIN card details.,1
verify@192.168.45.12,Refund failed: update card now,URGENT: your bank account is blocked. Verify login now,From: verify@192.168.45.12 Subject: Refund failed: update card now URGENT: your bank account is blocked. Verify login now. Click http://192.168.45.12/login/4848 and submit password OTP PIN card details.,1
noreply@ird.gov.np,Meeting notes,The invoice has been received and marked paid.,From: noreply@ird.gov.np Subject: Meeting notes The invoice has been received and marked paid. Link: https://ird.gov.np/help/3143,0
noreply@khanacademy.org,Password changed successfully,Your appointment is confirmed for Friday at 10:00 AM.,From: noreply@khanacademy.org Subject: Password changed successfully Your appointment is confirmed for Friday at 10:00 AM. Link: https://khanacademy.org/receipt/3185,0
verify@esewa-bonus-claim.test,Unusual login detected,Customs fee pending. Pay now to release your parcel,From: verify@esewa-bonus-claim.test Subject: Unusual login detected Customs fee pending. Pay now to release your parcel. Click http://esewa-bonus-claim.test/verify/4299 and submit password OTP PIN card details.,1
support@192.168.45.12,Refund failed: update card now,KYC expired. Confirm wallet PIN and OTP to continue,From: support@192.168.45.12 Subject: Refund failed: update card now KYC expired. Confirm wallet PIN and OTP to continue. Click http://192.168.45.12/claim/4142 and submit password OTP PIN card details.,1
security@192.168.45.12,Urgent account verification required,"Congratulations, you won a cash prize. Claim reward immediately","From: security@192.168.45.12 Subject: Urgent account verification required Congratulations, you won a cash prize. Claim reward immediately. Click http://192.168.45.12/claim/4708 and submit password OTP PIN card details.",1
billing@city-services.example,Monthly statement is available,Your OTP is 123456. Do not share it with anyone.,From: billing@city-services.example Subject: Monthly statement is available Your OTP is 123456. Do not share it with anyone. Link: https://city-services.example/help/3154,0
reward@google-login.example.net,Refund failed: update card now,"Congratulations, you won a cash prize. Claim reward immediately","From: reward@google-login.example.net Subject: Refund failed: update card now Congratulations, you won a cash prize. Claim reward immediately. Click http://google-login.example.net/verify/4144 and submit password OTP PIN card details.",1
noreply@nrb.org.np,Appointment reminder,The invoice has been received and marked paid.,From: noreply@nrb.org.np Subject: Appointment reminder The invoice has been received and marked paid. Link: https://nrb.org.np/receipt/3287,0
admin@docs.djangoproject.com,Monthly statement is available,Your delivery is scheduled for tomorrow afternoon.,From: admin@docs.djangoproject.com Subject: Monthly statement is available Your delivery is scheduled for tomorrow afternoon. Link: https://docs.djangoproject.com/help/3294,0
support@10.8.4.22,Urgent account verification required,KYC expired. Confirm wallet PIN and OTP to continue,From: support@10.8.4.22 Subject: Urgent account verification required KYC expired. Confirm wallet PIN and OTP to continue. Click http://10.8.4.22/login/4673 and submit password OTP PIN card details.,1
noreply@mozilla.org,Project status summary,Class starts tomorrow. Please bring your notebook.,From: noreply@mozilla.org Subject: Project status summary Class starts tomorrow. Please bring your notebook. Link: https://mozilla.org/help/3456,0
verify@192.168.45.12,Urgent account verification required,KYC expired. Confirm wallet PIN and OTP to continue,From: verify@192.168.45.12 Subject: Urgent account verification required KYC expired. Confirm wallet PIN and OTP to continue. Click http://192.168.45.12/verify/4303 and submit password OTP PIN card details.,1
billing@nrb.org.np,Project status summary,Your delivery is scheduled for tomorrow afternoon.,From: billing@nrb.org.np Subject: Project status summary Your delivery is scheduled for tomorrow afternoon. Link: https://nrb.org.np/receipt/3836,0
admin@docs.djangoproject.com,Project status summary,Your delivery is scheduled for tomorrow afternoon.,From: admin@docs.djangoproject.com Subject: Project status summary Your delivery is scheduled for tomorrow afternoon. Link: https://docs.djangoproject.com/receipt/3991,0
verify@account-verify-now.test,Urgent account verification required,Security alert. Update password within 24 hours,From: verify@account-verify-now.test Subject: Urgent account verification required Security alert. Update password within 24 hours. Click http://account-verify-now.test/claim/4758 and submit password OTP PIN card details.,1
security@delivery-fee-pay.test,Prize claim pending,Security alert. Update password within 24 hours,From: security@delivery-fee-pay.test Subject: Prize claim pending Security alert. Update password within 24 hours. Click http://delivery-fee-pay.test/claim/4869 and submit password OTP PIN card details.,1
reward@bank-support-update.test,Prize claim pending,Customs fee pending. Pay now to release your parcel,From: reward@bank-support-update.test Subject: Prize claim pending Customs fee pending. Pay now to release your parcel. Click http://bank-support-update.test/verify/4386 and submit password OTP PIN card details.,1
noreply@library.example,Password changed successfully,Class starts tomorrow. Please bring your notebook.,From: noreply@library.example Subject: Password changed successfully Class starts tomorrow. Please bring your notebook. Link: https://library.example/help/3513,0
reward@account-verify-now.test,Urgent account verification required,KYC expired. Confirm wallet PIN and OTP to continue,From: reward@account-verify-now.test Subject: Urgent account verification required KYC expired. Confirm wallet PIN and OTP to continue. Click http://account-verify-now.test/verify/4544 and submit password OTP PIN card details.,1
verify@192.168.45.12,Urgent account verification required,KYC expired. Confirm wallet PIN and OTP to continue,From: verify@192.168.45.12 Subject: Urgent account verification required KYC expired. Confirm wallet PIN and OTP to continue. Click http://192.168.45.12/claim/4168 and submit password OTP PIN card details.,1
security@khalti-refund.test,Urgent account verification required,URGENT: your bank account is blocked. Verify login now,From: security@khalti-refund.test Subject: Urgent account verification required URGENT: your bank account is blocked. Verify login now. Click http://khalti-refund.test/login/4891 and submit password OTP PIN card details.,1
noreply@wikipedia.org,Project status summary,Thank you for your payment. No further action is required.,From: noreply@wikipedia.org Subject: Project status summary Thank you for your payment. No further action is required. Link: https://wikipedia.org/receipt/3989,0
